doc_id,empresa,año,confianza,ratio_cuantitativo,ratio_futuro,ratio_futuro_sin_cifra,lm_uncertainty,lm_weak_modal,climate_specificity_spec,finbert_tone,climate_sentiment_opportunity,climate_sentiment_risk,climate_commitment_yes,hedging_ratio,z_hedging,z_futuro_sin_cifra,z_cuantitativo,z_specificity,GW_index
E019_EN_2022,Bouygues,2022,densidad,0.2882882882882883,0.14189189189189189,0.09384384384384384,0.0055558644,0.0022811245,0.3526645768025078,0.2109609609609609,0.4043887147335423,0.0658307210031347,0.4592476489028213,0.0078369889,-0.4640328593080401,-0.614937427102516,-0.24546518521682764,0.7349866781562033,-1.5684917793499318
E019_EN_2023,Bouygues,2023,alta,0.331146408839779,0.13121546961325967,0.08736187845303868,0.004835947,0.0017901723,0.3041338582677165,0.2016574585635359,0.3710629921259842,0.0738188976377952,0.4419291338582677,0.0066261193,-0.5785018995821285,-0.7494528498979057,0.11795084963903217,0.35821344591200943,-1.8041190450310758
E019_EN_2024,Bouygues,2024,alta,0.3058631330550009,0.17916137229987295,0.11871483027772735,0.007923923,0.0026347917,0.2374472078836227,0.1296060991105463,0.2041295166588456,0.1215391834819333,0.3148756452369779,0.0105587147,-0.2067356737025666,-0.09880828203827842,-0.0964390423029663,-0.15951523339326576,-0.04958968004461298
E020_EFGI_2022,Eiffage,2022,densidad,0.3605263157894737,0.23421052631578948,0.1394736842105263,0.004099657,0.002455743,0.5241264559068219,0.281578947368421,0.5574043261231281,0.0266222961730449,0.6222961730449251,0.006555399999999999,-0.5851873183917636,0.3319848254780414,0.3670781830521809,2.066148637987538,-2.686429313953441
E020_EFGI_2023,Eiffage,2023,alta,0.5088781275221953,0.10855528652138821,0.05488297013720742,0.007995679,0.0025713088,0.4480712166172106,0.0831315577078289,0.2997032640949555,0.0949554896142433,0.3234421364985163,0.0105669878,-0.2059535797288706,-1.4234635581676787,1.625029453192827,1.4756859537041906,-4.730132544793567
E020_EFGI_2024,Eiffage,2024,densidad,0.3120452708164915,0.2158447857720291,0.13823767178658045,0.009669355,0.0022428778,0.2480705622932745,0.1406628940986257,0.2194046306504961,0.1367144432194046,0.3054024255788313,0.011912232799999999,-0.07878141842965565,0.3063347758768387,-0.04401751836996086,-0.07703972717691548,0.34861060299405944
E021_BRNW_2022,Brunello Cucinelli,2022,densidad_baja,0.19230769230769232,0.46153846153846156,0.34615384615384615,0.005735292,0.0015135327,0.2,0.4230769230769231,0.6,0.0,0.9,0.0072488247,-0.5196347106532031,4.621065018140394,-1.059333996203622,-0.45024048904176955,5.611004792732583
E021_BRNW_2023,Brunello Cucinelli,2023,densidad_baja,0.24,0.4,0.36,0.0024526902,0.0024526902,0.1764705882352941,0.4,0.4705882352941176,0.0,0.4705882352941176,0.0049053804,-0.7411712162825318,4.908403985014149,-0.6549264036252019,-0.6329135009205732,5.455072673277392
E021_BRNW_2024,Brunello Cucinelli,2024,densidad,0.3792633015006821,0.17735334242837653,0.11732605729877217,0.011051105,0.0020432319,0.1798561151079136,0.0491132332878581,0.0743405275779376,0.1966426858513189,0.1486810551558753,0.0130943369,0.0329682875924174,-0.12762845819904062,0.5259587164189529,-0.606629614319307,-0.013989272706269151
E022_BOSS_2022,Hugo Boss,2022,densidad,0.15424164524421594,0.1953727506426735,0.14652956298200515,0.0048014657,0.001254408,0.2116788321167883,0.236503856041131,0.2481751824817518,0.0364963503649635,0.4160583941605839,0.0060558737000000005,-0.6324098237322778,0.47841024723127235,-1.3821155766470496,-0.35957067292674316,1.5876866730727872
